query,n_positives,rank_first_positive,missed,hit@1,hit@5,hit@10,hit@100,rr,n_chars,n_words,n_unique_words,n_colors,n_materials,n_garments,n_patterns,has_color,has_material,has_garment,has_pattern,n_sentences
"pair of black leggings. the leggings are made of a soft, stretchy material and have a ribbed texture. they are designed to fit snugly around the legs and have a high waistband. the leggings are styled in a classic black color and have a simple, minimalist design.",1,,1,0,0,0,0,0.0,263,47,31,1,0,0,1,1,0,0,1,4
floral print dress with a halter neckline and a flowy skirt. the dress is made of a lightweight material and has a blue and white floral print. the dress is a size medium and is worn by a woman who is standing and smiling.,1,,1,0,0,0,0,0.0,222,44,27,2,0,2,1,1,0,1,1,3
white sleeveless top with a ruffled edge and a zipper in the back. the top is made of a shiny material and has a fashionable style.,1,1,0,1,1,1,1,1.0,131,26,20,1,0,1,1,1,0,1,1,2
black lace top with a white collar. the top has a sheer black lace design with a white collar and a black trim. the sleeves are long and have a black lace design. the top is a fashionable and stylish piece of clothing.,1,,1,0,0,0,0,0.0,218,43,23,2,1,1,2,1,1,1,1,4
"blue pleated skirt. the skirt is made of a material that appears to be a knit or woven fabric. the skirt has a high waist and is pleated, giving it a full and voluminous appearance. the skirt is a dark shade of blue and is worn by a woman.",1,2,0,0,1,1,1,0.5,239,49,31,1,1,1,0,1,1,1,0,4
"white tank top with a backless design. the tank top has a round neckline and is made of a soft, stretchy material. the back of the tank top is cut out, creating a sleek and stylish look.",1,1,0,1,1,1,1,1.0,186,37,25,1,0,1,0,1,0,1,0,3
silver sequin dress. the dress has a halter neckline and a silver sequin design throughout. the dress is short and has a thigh-high slit. the dress is worn by a woman who is smiling and standing.,2,3,0,0,1,1,1,0.3333333333333333,195,37,22,1,0,1,0,1,0,1,0,4
black leather jacket. the jacket has a zipper and a collar. the jacket is worn by a woman with long hair. the woman is wearing a white shirt underneath the jacket.,1,,1,0,0,0,0,0.0,163,31,20,2,1,2,0,1,1,1,0,4
black dress. the dress is sleeveless and has a v-neckline. the dress is made of a stretchy material and is a midi length. the dress is a solid color and has a simple design.,1,2,0,0,1,1,1,0.5,173,35,20,1,0,1,1,1,0,1,1,4
"pair of black pants. the pants are made of a soft, stretchy material and have a loose fit. they are designed to be comfortable and easy to wear. the pants have a drawstring waist and a pocket on the left side. the pants are styled in a loose, flowy fit that is perfect for yoga or other activities that require a comfortable and flexible outfit.",1,3,0,0,1,1,1,0.3333333333333333,345,65,42,1,0,1,0,1,0,1,0,5
"pair of gray pants with a drawstring waist. the pants are made of a soft, stretchy material and have a loose fit. they are designed for comfort and relaxation.",1,,1,0,0,0,0,0.0,159,29,23,1,0,1,0,1,0,1,0,3
"blue and grey dress with a floral print. the dress has a flowy and loose fit, with a ruffled neckline and long sleeves. the dress is made of a lightweight material, possibly chiffon or silk, and has a vintage-inspired style. the dress is also adorned with a ruffled hemline and a floral print that adds a touch of femininity to the overall look.",1,2,0,0,1,1,1,0.5,345,64,39,2,2,1,2,1,1,1,1,4
black dress with ruffles. the dress is made of chiffon material and has a short length. it is a sleeveless dress with a round neckline. the dress has a tiered design with ruffles on the skirt.,1,1,0,1,1,1,1,1.0,192,36,23,1,1,2,0,1,1,1,0,4
black t-shirt with a short sleeve and a round neckline. the t-shirt has a silver zipper on the front and is made of a stretchy material. the t-shirt is a part of a black dress with a short skirt and a long sleeve. the dress is a part of a black and white outfit.,1,,1,0,0,0,0,0.0,262,57,27,3,0,3,0,1,0,1,0,4
"white and black tank top with a black and white zipper on the side. the tank top is made of a stretchy material and has a sleek, modern look.",1,1,0,1,1,1,1,1.0,141,29,20,2,0,1,0,1,0,1,0,2
blue and white plaid skirt. the skirt is made of a soft material and has a fitted waistline. the skirt is a midi length and has a pleated design. the blue and white plaid pattern is a classic design that is perfect for fall.,1,3,0,0,1,1,1,0.3333333333333333,224,44,25,2,0,1,1,1,0,1,1,4
white lace up blouse with a black lace trim. the blouse has a white embroidered design on the front and a black lace up detail on the neckline. the blouse is made of a lightweight material and has a bohemian style.,1,5,0,0,1,1,1,0.2,214,41,24,2,1,1,2,1,1,1,1,3
green sweater with a green shirt underneath. the sweater has a round neckline and long sleeves. the shirt underneath is a darker green and has a crew neckline.,1,1,0,1,1,1,1,1.0,159,28,16,1,0,2,0,1,0,1,0,3
"white wrap top with a cowl neckline. the material appears to be a stretchy knit, and the top is draped over the wearer's shoulders. the style is modern and chic, with a focus on comfort and ease of wear.",1,1,0,1,1,1,1,1.0,203,40,30,1,1,1,0,1,1,1,0,3
"blue silk tie draped around a woman's neck. the tie has a loose, flowing style and is made of a high-quality, soft material. the color is a deep, rich blue that complements the woman's long, dark hair. the tie is tied in a bow at the neck, adding a touch of elegance to the overall look.",1,1,0,1,1,1,1,1.0,287,59,40,1,1,0,0,1,1,0,0,4
light blue dress with a v-neckline and a pleated skirt. the dress has a silver zipper on the back and is made of a lightweight material. the dress is a formal style and is suitable for a special occasion.,1,4,0,0,1,1,1,0.25,204,40,27,2,0,2,0,1,0,1,0,3
"woman wearing a beige strapless dress with a silver beaded belt. the dress has a high neckline and a fitted bodice, with a flared skirt that flares out from the waist. the dress is made of a shiny fabric, and the belt has a silver beaded design that adds a touch of elegance to the outfit.",1,,1,0,0,0,0,0.0,289,56,35,2,0,3,0,1,0,1,0,3
"beige, short sleeve, scoop neck, stretchy, shirt-like garment.",1,2,0,0,1,1,1,0.5,62,9,9,1,0,1,0,1,0,1,0,1
woman wearing a black and green striped skirt with a wide waistband. she is also wearing a gray and black plaid top with a black belt around her waist.,1,1,0,1,1,1,1,1.0,151,29,21,3,0,3,2,1,0,1,1,2
black and red polka dot crop top with a red and black polka dot design. the top has spikes on the shoulders and a black and red polka dot pattern.,1,1,0,1,1,1,1,1.0,146,30,16,2,0,1,1,1,0,1,1,2
beige lace dress with a tulle skirt and a silver metallic lace bodice. the dress has a modest neckline and a flowing skirt.,1,1,0,1,1,1,1,1.0,123,23,16,2,1,2,2,1,1,1,1,2
"green and black plaid flannel shirt with long sleeves, a high collar, and a front button.",1,1,0,1,1,1,1,1.0,89,16,14,2,0,1,1,1,0,1,1,1
green and white floral print sleeveless shirt with a button-down collar. the shirt has a front button placket and a front slit pocket. the sleeveless design and floral print make it a stylish and comfortable option for warm weather.,1,1,0,1,1,1,1,1.0,232,40,27,2,0,1,1,1,0,1,1,3
red and white floral printed shirt. the shirt has a short sleeve design and a crew neckline. the floral pattern consists of red and pink flowers with green leaves. the fabric of the shirt appears to be a blend of cotton and polyester.,1,1,0,1,1,1,1,1.0,234,43,29,4,2,1,2,1,1,1,1,4
"black tank top with a white ramones logo on it. the tank top has a distressed look and features a band name on the front. the ramones logo is a white circle with a black banner that says ""ramones"" in white letters. the tank top has a loose fit and is made of a soft material.",1,1,0,1,1,1,1,1.0,275,56,32,2,0,1,0,1,0,1,0,4
white strapless top with pink flamingos on it. the top is made of a stretchy material and has a scoop neckline. it is a fashionable and trendy piece of clothing.,1,1,0,1,1,1,1,1.0,161,30,23,2,0,1,0,1,0,1,0,3
"leather skirt with a floral print. the skirt is dark brown with a burgundy color on the bottom. the floral print is a mix of red, blue, and green colors. the skirt has a zipper closure on the front and is made of high-quality leather.",1,2,0,0,1,1,1,0.5,234,46,28,5,1,1,1,1,1,1,1,4
pink polka dot tank top with a rhinestone collar. the tank top has a rounded neckline and a rounded hemline. the fabric is stretchy and the tank top is made of cotton.,1,1,0,1,1,1,1,1.0,167,32,21,1,1,1,1,1,1,1,1,3
"black dress with a white bow on the back. the dress has a high neckline and long sleeves. the material appears to be a stretchy fabric, and the dress has a flowy fit.",1,2,0,0,1,1,1,0.5,166,33,23,2,0,1,0,1,0,1,0,3
purple and green striped skirt. the skirt has a metallic finish and is made of a shiny material. it is a midi-length skirt with a flared design.,1,1,0,1,1,1,1,1.0,144,28,21,2,0,1,2,1,0,1,1,3
black and white dress with a black and white sequin top and a black and white tulle skirt. the dress has a halter neckline and a zipper back closure. the dress is short and has a sweetheart neckline. the sequins on the dress are small and shiny. the tulle skirt is layered and has a net-like appearance. the dress is a formal dress and is suitable for a special occasion.,1,1,0,1,1,1,1,1.0,371,71,34,2,0,3,0,1,0,1,0,6
dress. the dress is made of a flowy material and has a floral print. the dress is black and grey in color. the dress is a wrap style and has a v-neckline. the dress is also sleeveless and has a flowy skirt. the dress is worn by a woman who is posing for the camera.,1,1,0,1,1,1,1,1.0,265,56,30,2,0,2,1,1,0,1,1,6
"green and white skirt with a tropical theme. the skirt has a floral print with palm trees and green leaves. the fabric is a mix of polyester and cotton, and the skirt has a flowy and comfortable fit.",1,1,0,1,1,1,1,1.0,199,38,24,2,2,1,1,1,1,1,1,3
"striped multicolored top with a rounded neckline and short sleeves. the stripes are horizontal and the colors are pink, green, orange, blue, and white. the top is made of a stretchy material and has a relaxed fit.",1,2,0,0,1,1,1,0.5,213,37,28,5,0,1,1,1,0,1,1,3
"plaid pantsuit. the pants are black and green, and the top is black and white. the pants have a straight cut and are made of a material that appears to be wool. the top is a short sleeve shirt that is also made of wool. the pants have a zipper on the side and the top has a button on the top of the shirt.",1,2,0,0,1,1,1,0.5,305,65,32,3,1,3,1,1,1,1,1,5
green dress with a black sleeveless top underneath. the dress has a loose fit and is made of a flowy fabric. the top is made of a stiffer material and has a v-neckline. the dress is worn by a woman who is standing in front of a white background.,1,1,0,1,1,1,1,1.0,245,50,31,3,0,2,0,1,0,1,0,4
black dress with a sheer neckline. the dress is long-sleeved and has a fitted bodice with a wide skirt. the dress is made of a stretchy material and has a zipper closure at the back. the dress is a formal style and is suitable for special occasions.,1,10,0,0,0,1,1,0.1,249,48,30,1,0,2,1,1,0,1,1,4
"black and white silk blouse with a high collar, long sleeves, and a front button placket. the blouse has a black silk trim and a silver-tone button. the fabric is soft and smooth, and the overall style is fashionable and elegant.",1,1,0,1,1,1,1,1.0,229,42,27,3,1,1,0,1,1,1,0,3
red and black blouse.,1,,1,0,0,0,0,0.0,21,4,4,2,0,1,0,1,0,1,0,1
"plaid shirt with a button-down collar and long sleeves. the shirt has a dark blue color with white and red plaid pattern. the shirt is made of a soft material, possibly cotton, and has a relaxed fit. the collar is folded down and the sleeves are rolled up at the cuffs.",1,1,0,1,1,1,1,1.0,269,52,33,3,1,1,1,1,1,1,1,4
"black and white lace dress with a high slit on the skirt. the dress has a black lace bodice and a white lace skirt. the lace is intricate and detailed, with a floral pattern. the dress is styled with a black belt around the waist and a black lace-up detail on the front. the dress is short, with a high slit on the skirt, and has a sheer quality to it.",1,,1,0,0,0,0,0.0,352,72,31,2,1,3,3,1,1,1,1,5
"black sports bra with a white logo on the back. the bra has a mesh design and features a wide strap that goes around the back and under the arms. the logo on the back is white and the bra has a sleek, modern look.",1,1,0,1,1,1,1,1.0,213,45,26,2,0,1,1,1,0,1,1,3
white top with a cut-out design on the shoulder. the top is made of a stretchy material and has a high neckline. the cut-out design on the shoulder is a small slit that exposes the skin underneath. the top is styled with a cold-shoulder design and has long sleeves.,1,4,0,0,1,1,1,0.25,265,52,29,1,0,1,0,1,0,1,0,4
pair of black shorts with a white stripe on the side. the shorts have a cropped style and are made of a shiny material.,1,2,0,0,1,1,1,0.5,119,24,19,2,0,1,1,1,0,1,1,2
black dress. the dress is sleeveless and has a v-neckline. it is a form-fitting dress with a zipper in the back.,2,,1,0,0,0,0,0.0,112,23,17,1,0,1,0,1,0,1,0,3
pair of wide-legged pants with a drawstring waist and pockets. the pants are navy blue in color and have a loose fit.,1,1,0,1,1,1,1,1.0,117,23,20,2,0,1,0,1,0,1,0,2
"black leather jacket with silver zippers. the jacket has a collar, long sleeves, and a front zipper closure. it is a women's style jacket with a slim fit.",1,,1,0,0,0,0,0.0,154,29,23,2,1,1,0,1,1,1,0,3
"black skirt with a floral design. the skirt is made of a material that appears to be velvet and has a satin-like texture. the skirt features a colorful floral pattern with red, yellow, and blue flowers. the skirt also has a black belt with a silver buckle.",2,5,0,0,1,1,1,0.2,256,48,32,5,2,2,1,1,1,1,1,4
"gray sweatshirt with a drawstring waist and a cuffed ankle. the sweatshirt is made of a soft, stretchy material and has a loose fit.",1,,1,0,0,0,0,0.0,132,24,19,1,0,0,0,1,0,0,0,2
"woman wearing a black blazer with a floral print shirt underneath. the blazer has a collar and a pocket on the left side. the shirt has a collar and a pocket on the left side as well. the woman is also wearing a black tie and a black belt. the blazer and shirt are made of a shiny material, while the tie is made of a matte material.",1,,1,0,0,0,0,0.0,333,68,31,1,0,3,1,1,0,1,1,5
blue and white floral print skirt. the skirt is made of a material that appears to be silk and has a floral print with blue and white flowers. the skirt is knee-length and has a zipper closure on the side. the skirt is worn with a white blouse that has a floral print as well.,1,7,0,0,0,1,1,0.14285714285714285,276,56,30,2,1,2,1,1,1,1,1,4
