qi,query,rank_a,rank_b,rank_f
487,"gray velvet shirt. the shirt has a round neckline and short sleeves. the material is soft and smooth to the touch. the color is a light gray with a slight shimmer. the shirt is a loose fit and has a relaxed, casual style.",2,3,3
488,pair of gray sweatpants with a white under armour logo on the left leg. the sweatpants have a drawstring waist and a ribbed cuff at the bottom.,26,6,18
489,white knitted dress. the dress has a lacy design and is made of a fine yarn. it is a crochet dress with a round neckline and long sleeves. the dress is a women's size small and is suitable for casual wear.,2,9,4
490,blue dress with a black lace overlay. the dress has a v-neckline and short sleeves. the skirt of the dress is long and has a flowing design. the dress is worn by a woman who is standing next to a table.,101,101,101
491,denim jacket with a belt. the jacket is blue and has a front button. the belt is brown and made of leather. the jacket has a front pocket and a back pocket. the jacket is a women's style and is designed to be worn loose.,8,6,2
492,blue dress with a strapless design and a ruffled skirt. the dress has a v-neckline and a waistline that is slightly above the natural waistline. the dress is made of a shiny material and has a loose fit.,101,101,101
493,dark blue wool skirt. the skirt is a midi length and has a zipper closure on the side. the fabric is wool and the skirt is well-tailored with a straight cut.,2,2,2
494,beige lace dress. the dress has a plunging neckline and a fitted bodice. the lace is intricate and covers the entire dress.,101,101,101
495,"pink and white plaid button-down shirt with long sleeves and a relaxed fit. the shirt has a pink and white plaid pattern and features a button-down collar, a front pocket, and a curved hemline. the shirt is made of a soft, breathable material that is perfect for casual wear.",16,3,6
496,a woman wearing a metallic bronze colored skirt with a black top.,101,101,101
497,"beige and gold sequined dress. the dress has a halter neckline and a flowy skirt. the sequins are small and shiny, adding a touch of glamour to the dress.",24,4,10
498,blue dress with a ruffled design. the dress has a strapless neckline and a zipper closure on the back. the dress is made of a shiny material and has a ruffled design on the skirt.,3,2,3
499,blue and white dress with a floral print. the dress has a v-neckline and a fitted bodice with a flared skirt. the sleeves are short and the dress is knee-length. the fabric is a blend of polyester and spandex.,101,90,101
500,"grey pleated skirt with a black belt. the skirt has a high waist and a wide, flowy silhouette. it is made of a lightweight material, possibly cotton or polyester. the skirt is styled in a classic, feminine fashion, suitable for both casual and formal occasions.",101,64,89
501,black lace top with a black silk blouse underneath. the lace top has a low neckline and long sleeves with a black silk blouse underneath. the lace is sheer and has a black silk lining. the top is a black silk blouse with a black silk lining. the lace is sheer and has a black silk lining. the top is a black silk blouse with a black silk lining. the lace is sheer and has a black silk lining.,2,12,2
502,"pair of gray sweatpants with a black stripe down the side. the sweatpants have a drawstring waist and a pocket on the front. the material appears to be a blend of cotton and polyester. the sweatpants are fashioned in a loose, comfortable style that is perfect for lounging around the house.",2,2,2
503,"long, dark gray, quilted, puffy winter jacket with a hood. the jacket has a high collar and a front zipper.",5,33,10
504,black dress. the dress is made of a stretchy material and has a flowy design. it is a strapless dress with a high slit on the front. the dress is worn by a woman who is standing and smiling.,14,9,7
505,black and grey dress with a zigzag pattern. the dress has a v-neckline and a sleeveless design. the dress is made of a stretchy material and has a fitted silhouette.,9,15,11
506,beige bodycon dress.,42,66,49
507,white shirt with a red and black pattern on the collar and a red and black pattern on the cuffs. the shirt has a high collar and a pointed front.,9,5,6
508,pink mini skirt with a zipper closure and a black belt. the skirt is made of a stretchy material and has a high waist.,23,38,21
509,black and multicolored dress with a polka dot pattern. the dress has a long sleeve and a high neckline. the dress is made of a sheer material with a mesh overlay. the dress also features a tiered skirt with a ruffled hemline.,2,3,2
510,"floral print skirt with a black waistband. the skirt has a pink and white color scheme with a mix of different flowers and leaves. the fabric appears to be made of a lightweight material, possibly silk or cotton. the skirt has a flirty and feminine style, perfect for a summer outfit.",40,101,101
